qid,dataset,text,dimension_model,dimensions
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_12,['Intellectual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_13,['Emotional']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_14,['Intellectual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_15,['Intellectual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_16,['Occupational']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_17,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_18,['Occupational']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_19,['Intellectual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_20,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_21,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_22,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_23,['Occupational']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_24,['Occupational']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_25,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_26,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_27,['Spiritual']
PWB_3,HUMAN,"Some people wander aimlessly through life, but I am not one of them.",human_28,['Spiritual']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_01,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_02,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_03,['Social']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_04,['Occupational']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_05,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_06,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_07,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_08,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_09,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_10,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_11,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_12,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_13,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_14,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_15,['Occupational']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_16,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_17,['Environmental']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_18,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_19,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_20,['Spiritual']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_21,['Intellectual']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_22,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_23,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_24,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_25,['Spiritual']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_26,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_27,['Emotional']
PWB_4,HUMAN,The demands of everyday life often get me down.,human_28,['Environmental']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_01,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_02,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_03,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_04,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_05,['Spiritual']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_06,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_07,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_08,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_09,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_10,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_11,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_12,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_13,['Intellectual']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_14,['Intellectual']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_15,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_16,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_17,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_18,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_19,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_20,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_21,['Emotional']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_22,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_23,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_24,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_25,['Spiritual']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_26,['Occupational']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_27,['Spiritual']
PWB_5,HUMAN,In many ways I feel disappointed about my achievements in life.,human_28,['Emotional']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_01,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_02,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_03,['Emotional']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_04,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_05,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_06,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_07,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_08,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_09,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_10,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_11,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_12,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_13,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_14,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_15,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_16,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_17,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_18,['Occupational']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_19,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_20,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_21,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_22,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_23,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_24,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_25,['Emotional']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_26,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_27,['Social']
PWB_6,HUMAN,Maintaining close relationships has been difficult and frustrating for me.,human_28,['Social']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_01,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_02,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_03,['Intellectual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_04,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_05,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_06,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_07,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_08,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_09,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_10,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_11,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_12,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_13,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_14,['Intellectual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_15,['Environmental']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_16,['Emotional']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_17,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_18,['Occupational']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_19,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_20,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_21,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_22,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_23,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_24,['Occupational']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_25,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_26,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_27,['Spiritual']
PWB_7,HUMAN,I live life one day at a time and don't really think about the future.,human_28,['Environmental']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_01,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_02,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_03,['Intellectual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_04,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_05,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_06,['Environmental']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_07,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_08,['Occupational']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_09,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_10,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_11,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_12,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_13,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_14,['Intellectual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_15,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_16,['Intellectual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_17,['Environmental']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_18,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_19,['Occupational']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_20,['Emotional']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_21,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_22,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_23,['Environmental']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_24,['Environmental']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_25,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_26,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_27,['Spiritual']
PWB_8,HUMAN,"In general, I feel I am in charge of the situation in which I live.",human_28,['Environmental']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_01,['Emotional']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_02,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_03,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_04,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_05,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_06,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_07,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_08,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_09,['Emotional']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_10,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_11,['Emotional']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_12,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_13,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_14,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_15,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_16,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_17,['Environmental']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_18,['Emotional']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_19,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_20,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_21,['Intellectual']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_22,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_23,['Environmental']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_24,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_25,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_26,['Emotional']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_27,['Occupational']
PWB_9,HUMAN,I am good at managing the responsibilities of daily life.,human_28,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_01,['Emotional']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_02,['Emotional']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_03,['Emotional']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_04,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_05,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_06,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_07,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_08,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_09,['Emotional']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_10,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_11,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_12,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_13,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_14,['Intellectual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_15,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_16,['Occupational']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_17,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_18,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_19,['Occupational']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_20,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_21,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_22,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_23,['Social']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_24,['Occupational']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_25,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_26,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_27,['Spiritual']
PWB_10,HUMAN,I sometimes feel as if I've done all there is to do in life.,human_28,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_01,['Emotional']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_02,['Emotional']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_03,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_04,['Emotional']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_05,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_06,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_07,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_08,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_09,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_10,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_11,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_12,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_13,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_14,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_15,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_16,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_17,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_18,['Physical']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_19,['Occupational']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_20,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_21,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_22,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_23,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_24,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_25,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_26,['Intellectual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_27,['Spiritual']
PWB_11,HUMAN,"For me, life has been a continuous process of learning, changing, and growth.",human_28,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_01,['Emotional']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_02,['Emotional']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_03,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_04,['Emotional']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_05,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_06,['Emotional']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_07,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_08,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_09,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_10,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_11,['Emotional']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_12,['Environmental']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_13,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_14,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_15,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_16,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_17,['Environmental']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_18,['Environmental']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_19,['Occupational']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_20,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_21,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_22,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_23,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_24,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_25,['Spiritual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_26,['Intellectual']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_27,['Environmental']
PWB_12,HUMAN,I think it is important to have new experiences that challenge how I think about myself and the world.,human_28,['Environmental']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_01,['Emotional']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_02,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_03,['Emotional']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_04,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_05,['Spiritual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_06,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_07,['Spiritual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_08,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_09,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_10,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_11,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_12,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_13,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_14,['Intellectual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_15,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_16,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_17,['Spiritual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_18,['Emotional']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_19,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_20,['Spiritual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_21,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_22,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_23,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_24,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_25,['Social']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_26,['Spiritual']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_27,['Environmental']
PWB_13,HUMAN,"People would describe me as a giving person, willing to share my time with others.",human_28,['Social']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_01,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_02,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_03,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_04,['Occupational']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_05,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_06,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_07,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_08,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_09,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_10,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_11,['Spiritual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_12,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_13,['Intellectual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_14,['Intellectual']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_15,['Emotional']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_16,['Occupational']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_17,['Occupational']
PWB_14,HUMAN,I gave up trying to make big improvements or changes in my life a long time ago.,human_18,['Social']
