qid,text,Emotional,Environmental,Financial,Intellectual,Occupational,Physical,Social,Spiritual
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",4,3,2,0,0,1,5,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",2,0,0,3,0,0,0,1
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",7,3,2,8,1,5,4,6
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",7,1,5,8,6,3,2,4
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",7,3,2,8,1,5,4,6
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",2,0,0,3,0,0,0,1
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",4,3,2,0,0,1,5,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",2,0,0,3,1,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,2,0,4,3,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",6,3,1,8,2,7,4,5
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",7,1,5,8,6,3,2,4
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,1,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",1,0,0,2,0,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",0,0,0,2,1,0,0,0
PWS_30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",5,1,0,0,0,3,2,4
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,5,4,1,0,2,0,3,6
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,1,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,1,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,3,1,0,0,4,0,2,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,2
PWS_31,Things will not work out the way I want them to in the future.,3,0,0,2,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,0,3,1,4,2,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,8,7,1,2,4,3,5,6
PWS_31,Things will not work out the way I want them to in the future.,0,1,0,0,0,0,2,0
PWS_31,Things will not work out the way I want them to in the future.,0,1,0,0,0,0,2,0
PWS_31,Things will not work out the way I want them to in the future.,8,7,1,2,4,3,5,6
PWS_31,Things will not work out the way I want them to in the future.,5,7,3,4,2,8,1,6
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,6,2,5,4,7,3,1,8
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,0,3,1,4,2,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,2
PWS_31,Things will not work out the way I want them to in the future.,3,1,0,0,4,0,2,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,1,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,1,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,5,4,1,0,2,0,3,6
PWS_31,Things will not work out the way I want them to in the future.,5,7,3,4,2,8,1,6
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,3,0,0,2,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,2,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,6,2,5,4,7,3,1,8
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_31,Things will not work out the way I want them to in the future.,0,0,0,0,0,0,0,1
PWS_31,Things will not work out the way I want them to in the future.,1,0,0,0,0,0,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,6,7,1,3,2,8,4,5
PWS_34,I expect my physical health to get worse.,6,5,4,3,1,8,7,2
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,1,0,3,0,2,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,2,0,0,0,0,3,0,1
PWS_34,I expect my physical health to get worse.,1,0,0,2,0,3,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,1,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,1,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,4,1,2,0,6,3,5,7
PWS_34,I expect my physical health to get worse.,4,1,2,0,6,3,5,7
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,1,0,3,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,2,0,0,0,0,3,0,1
PWS_34,I expect my physical health to get worse.,1,0,0,2,0,3,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_34,I expect my physical health to get worse.,1,0,0,0,0,2,0,0
PWS_34,I expect my physical health to get worse.,6,5,4,3,1,8,7,2
PWS_34,I expect my physical health to get worse.,6,7,1,3,2,8,4,5
PWS_34,I expect my physical health to get worse.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,1,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,1,4,2,0,3,6,5,0
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,8,7,2,1,3,4,5,6
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,1,0,0,2,0,3,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,2,0,1
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,4,5,3,0,2,0,0,1
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,2,1,0,0,0,3,0,0
PWS_4,My physical health has restricted me in the past.,6,1,2,7,5,8,4,3
PWS_4,My physical health has restricted me in the past.,5,6,3,1,4,8,7,2
PWS_4,My physical health has restricted me in the past.,0,2,0,0,1,3,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,5,6,3,1,4,8,7,2
PWS_4,My physical health has restricted me in the past.,6,1,2,7,5,8,4,3
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,2,0,0,1,3,0,0
PWS_4,My physical health has restricted me in the past.,8,7,2,1,3,4,5,6
PWS_4,My physical health has restricted me in the past.,1,0,0,2,0,3,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,1,4,2,0,3,6,5,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,2,0,1
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,4,5,3,0,2,0,0,1
PWS_4,My physical health has restricted me in the past.,1,0,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,0,0,0,0,0,1,0,0
PWS_4,My physical health has restricted me in the past.,0,1,0,0,0,2,0,0
PWS_4,My physical health has restricted me in the past.,2,1,0,0,0,3,0,0
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,3,1,0,0,2,0,0,4
PWS_5,I believe there is a real purpose for my life.,3,0,0,0,4,2,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,2,0,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,4,0,0,1,3,0,2,5
PWS_5,I believe there is a real purpose for my life.,2,0,0,1,0,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,0,2,0,0,1,0,3,4
PWS_5,I believe there is a real purpose for my life.,7,5,1,4,3,2,6,8
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,0
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,4,8,7,3,2,5,1,6
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,8,3,4,2,6,5,7,1
PWS_5,I believe there is a real purpose for my life.,7,5,1,4,3,2,6,8
PWS_5,I believe there is a real purpose for my life.,8,3,4,2,6,5,7,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,2,0,0,1,0,0,3,4
PWS_5,I believe there is a real purpose for my life.,2,0,0,1,0,0,3,4
PWS_5,I believe there is a real purpose for my life.,3,1,0,0,2,0,0,4
PWS_5,I believe there is a real purpose for my life.,3,0,0,0,4,2,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,2,0,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,4,0,0,1,3,0,2,5
PWS_5,I believe there is a real purpose for my life.,2,0,0,1,0,0,0,3
PWS_5,I believe there is a real purpose for my life.,2,0,0,0,1,0,0,3
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,0
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,4,8,7,3,2,5,1,6
PWS_5,I believe there is a real purpose for my life.,1,0,0,0,0,0,0,2
PWS_5,I believe there is a real purpose for my life.,0,0,0,0,0,0,0,1
PWS_5,I believe there is a real purpose for my life.,0,2,0,0,1,0,3,4
PWS_8,"In general, I feel confident about my abilities.",0,0,1,4,3,2,0,5
PWS_8,"In general, I feel confident about my abilities.",8,4,2,6,1,3,7,5
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,3,1,0,0,0
PWS_8,"In general, I feel confident about my abilities.",3,4,8,2,1,6,7,5
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",0,0,0,0,1,0,0,2
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",0,0,0,4,0,3,1,2
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,5,3,4,1,0
PWS_8,"In general, I feel confident about my abilities.",1,0,4,5,2,6,3,0
PWS_8,"In general, I feel confident about my abilities.",4,0,0,3,2,1,0,0
PWS_8,"In general, I feel confident about my abilities.",3,0,0,4,1,2,0,0
PWS_8,"In general, I feel confident about my abilities.",7,1,2,5,3,6,4,8
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,0,0,0,0,1
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,3,0,0
PWS_8,"In general, I feel confident about my abilities.",5,0,0,4,3,2,1,0
PWS_8,"In general, I feel confident about my abilities.",4,2,5,3,8,6,7,1
PWS_8,"In general, I feel confident about my abilities.",0,0,1,4,3,2,0,5
PWS_8,"In general, I feel confident about my abilities.",2,0,0,0,0,0,0,1
PWS_8,"In general, I feel confident about my abilities.",4,2,5,3,8,6,7,1
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,3,1,0,0,0
PWS_8,"In general, I feel confident about my abilities.",3,4,8,2,1,6,7,5
PWS_8,"In general, I feel confident about my abilities.",8,4,2,6,1,3,7,5
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",0,0,0,0,1,0,0,2
PWS_8,"In general, I feel confident about my abilities.",1,0,0,0,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",1,0,0,2,0,3,0,0
PWS_8,"In general, I feel confident about my abilities.",0,0,0,4,0,3,1,2
PWS_8,"In general, I feel confident about my abilities.",5,0,0,4,3,2,1,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,5,3,4,1,0
PWS_8,"In general, I feel confident about my abilities.",1,0,4,5,2,6,3,0
PWS_8,"In general, I feel confident about my abilities.",4,0,0,3,2,1,0,0
PWS_8,"In general, I feel confident about my abilities.",3,0,0,4,1,2,0,0
PWS_8,"In general, I feel confident about my abilities.",7,1,2,5,3,6,4,8
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_8,"In general, I feel confident about my abilities.",2,0,0,1,0,0,0,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,3,1,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,3,6,0,2,7,4,5
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,8,4,1,5,2,3,7,6
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,7,2,4,1,8,5,6,3
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,0,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,0,1,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,0,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,0,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,3,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,3,1,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,7,2,4,1,8,5,6,3
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,8,4,1,5,2,3,7,6
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,0,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,3,6,0,2,7,4,5
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,0,1,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,1,0,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,3,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,0,0,0,1,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,1,0,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,1,0,0,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,1,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,5,6,2,3,0,1,4,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,1,0,0,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,5,6,2,3,0,1,4,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,0,0,1,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,1,0,0,0,0,3,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,1,0,0,0,0,0,2,0
PWS_9,Sometimes I wonder if my family will really be there for me when I am in need.,2,1,0,0,0,0,3,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,0,0,0,0,0,0,0,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,2,1,0,0,0,0,3,0
UCLA_10,I feel left out,0,0,0,0,0,0,0,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,0,0,0,0,0,0,1,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,2,0,0,0,0,0,1,0
UCLA_10,I feel left out,0,0,0,0,0,0,1,0
UCLA_10,I feel left out,3,1,0,0,0,0,2,0
UCLA_10,I feel left out,0,0,0,0,0,0,1,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,3,1,0,0,0,0,2,0
UCLA_10,I feel left out,2,0,0,0,1,0,3,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,4,6,0,0,2,3,1,5
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,1,0,0,0,0,0,2,0
UCLA_10,I feel left out,0,1,0,0,0,0,2,0
UCLA_10,I feel left out,2,0,0,0,0,0,1,0
UCLA_11,I feel completely alone,2,0,0,0,0,0,1,0
UCLA_11,I feel completely alone,3,1,0,0,0,0,2,0
UCLA_11,I feel completely alone,0,0,0,0,0,0,0,0
UCLA_11,I feel completely alone,1,0,0,0,0,0,2,0
UCLA_11,I feel completely alone,0,0,0,0,0,0,1,0
UCLA_11,I feel completely alone,1,0,0,0,0,0,2,0
UCLA_11,I feel completely alone,2,0,0,0,0,0,1,0
UCLA_11,I feel completely alone,0,0,0,0,0,0,1,0
